0,0.0001502156,0.0000366259,0.9998885393,0.9990381002,0.9910075068,0.7161007524,0.9999662638,0.9994067550,0.0000008232,0.3171186447,0.0003394874,0.0000367238,0.9995942116,0.0000000000,0.0950571150,0.9626181722,0.9979624152,0.1245533526,0.9998796582,0.0008819762,0.0046621966,0.9999831319,0.9999698400,0.9999943376,1.0000000000,0.0002171751,0.9999672174,0.0515679382,0.0009459971,0.0254017506
1,0.9894191623,0.4413758814,0.0000000003,0.5178726315,0.0002848542,0.9999992251,0.0000000000,0.0000104577,0.9999982715,0.0001784307,0.9642657638,0.0000000006,0.9999911189,0.0041946187,0.5664262772,0.9987988472,0.9997239709,0.9985132813,0.9944064021,1.0000000000,0.0029492795,0.0000126946,0.0000173990,0.0001240408,1.0000000000,0.9999975562,0.0003878017,0.9999574423,0.0000000001,0.9971055388
2,0.7953147888,0.9912905693,0.9986102581,0.9738544226,0.9999708533,0.0044437828,0.0000000001,0.9986143112,0.0000098586,0.9878845215,0.9976710677,0.0000000068,0.9916611910,1.0000000000,0.0007859393,0.9999987483,0.9998601675,0.4216733277,0.1358203143,0.9986053705,0.0000037559,0.9788216352,0.5299256444,0.9999967813,1.0000000000,0.9976645112,0.0000043280,0.9633932114,0.9743486643,0.0001316784
3,0.0978171900,0.0000000000,0.5130997896,1.0000000000,0.2148853987,0.9999935627,0.0000000000,0.0000000272,0.9981989264,0.0003703345,0.2669467628,0.1657460630,0.0000370573,0.0000000000,0.8121290207,0.0009540370,0.0000000447,0.0001621325,0.4848777950,0.9989946485,0.0002537034,0.0039708703,0.9951269627,0.0548794605,1.0000000000,0.0000030455,1.0000000000,0.0305167064,0.9999638200,0.9999994636
4,0.4246433377,0.0000182221,0.0824500620,0.9992617965,0.9998865724,0.0007833451,0.4008065164,0.0000049625,0.0000465900,0.9981527328,0.0001783794,0.9944218993,0.0000000717,0.0000000000,0.9999683499,0.9385095835,0.9999991059,0.9998254776,0.0000068684,0.0726979673,1.0000000000,1.0000000000,0.6927821636,0.2304224521,1.0000000000,0.0000022077,0.9999468327,0.1890125573,0.0085187787,0.0295521896
5,0.9280549884,0.9996752143,0.9281045794,0.9552916884,0.9972127676,0.0002910524,0.0000000021,0.9987568855,0.0000007461,0.9866526723,0.9999219775,0.0000000315,0.9995840192,0.9999981523,0.0113774715,0.9999037385,1.0000000000,0.0107693020,0.6420368552,0.0452122279,0.0000000107,0.8368260860,0.1392209828,0.9999970794,1.0000000000,0.7672839761,0.0000025197,0.9521778822,0.9557048678,0.0339937620
6,0.8029033542,0.0505835824,0.9983096719,0.0909771919,0.3726991713,0.0501626953,0.9941551685,0.9999259710,0.0008899460,0.9993067980,0.0000003523,0.0000005987,0.0000000085,0.0000000000,0.9999430180,0.1479571462,1.0000000000,0.2326258570,0.9914772511,0.0004904367,0.9999490380,0.9999287724,0.9964268804,0.9980604053,1.0000000000,0.1750375479,0.0000015666,0.9971667528,0.0000000414,0.0228266399
7,0.9997966290,0.5209832788,0.0000021879,0.9999942780,0.0000055610,0.0562995225,0.0146837933,0.0782994106,0.9870194793,0.0727982596,0.9988463521,0.9995050430,0.0023606778,0.0000000000,0.0655084401,0.9533253312,1.0000000000,0.9994014502,0.0000182608,0.1492728293,0.9999739528,0.9999951124,0.0078437561,0.9999972582,1.0000000000,0.0797264725,0.0000000496,0.0506642051,0.0035046139,0.0256430283
8,0.9917954803,0.6132667661,0.9988253713,0.9073681831,0.9998968840,0.5364160538,0.0000000007,0.0000000035,0.0140974270,1.0000000000,0.0224299673,0.0000228045,0.0000000000,0.0000000000,0.0075388309,0.0051497198,1.0000000000,0.9630976319,0.9993095994,0.0005076709,0.9924687147,0.0669760406,0.0000000000,0.0080294879,1.0000000000,0.0000000171,0.9911213517,0.2951737046,0.0034607830,0.0272927396
9,0.8205515146,0.0000001203,0.1065559685,1.0000000000,0.0012626294,0.6246061921,0.9618325233,0.9981693625,0.0000000553,0.8897252083,0.0000000186,0.0000000016,0.0000058038,0.0000000000,0.0004753096,0.0000072121,1.0000000000,0.0000012285,0.0314972214,0.0004853804,0.0000000003,0.9996426702,0.9990453124,1.0000000000,1.0000000000,0.0000718967,0.0684388652,0.9876859784,0.9996455908,0.9061048627
