1.589255199930600774e-06,2.974273137968726503e-06
1.107755200545223672e-05,-5.494146673587123271e-06
-2.336623113032826005e-06,-4.492012960926404955e-06
-1.570706321078181786e-06,2.382056741800325559e-07
4.383086698054512753e-06,5.786273238219405771e-06
-1.106104149800387902e-06,-1.003492317797929371e-05
7.637712396889373816e-07,3.181069509744725510e-06
6.673258963601357418e-06,1.521580735529190340e-05
1.991548079994638956e-06,-8.605073904429225674e-06
-1.833077869306178216e-06,2.772264212770330067e-08
5.070085288821732874e-06,-1.097590202593906166e-06
3.974004864730549981e-07,-1.788164690730916071e-06
-2.236472690707164864e-06,8.341211951560247617e-06
2.545867318388842036e-05,2.615300969510285464e-06
1.629341259123913368e-06,-1.869561696068143408e-06
-3.148864821564568436e-06,5.368209220848091422e-07
1.439883762451500810e-05,-2.012417514744194464e-06
-1.665996677003339141e-06,1.419974811067961689e-05
-1.949258139758900861e-06,-7.782524926153791350e-07
1.052623909188811800e-06,-1.966091648634892163e-06
-1.416270431593232115e-06,-2.489455921642952355e-06
-2.194339502027292077e-06,-3.675760084202493888e-06
6.821959526128252015e-07,-5.389667057821819607e-07
7.854350438162501576e-09,-5.092031355360234895e-07
3.008485908611197582e-06,-6.741932677567410897e-06
-4.507365976093880541e-06,3.739632648349175363e-06
-1.670273921133470657e-06,3.219731975673597350e-06
3.307771668225688588e-06,3.651334619505959030e-06
-5.345385526488477872e-06,3.294908924989050061e-06
3.017814889946206366e-06,-1.743641343297707162e-06
1.207221730687728822e-06,3.566110305943338525e-06
-1.224980861155208254e-06,1.680339146421235569e-05
-5.132628484676585549e-06,8.667294789683462420e-08
5.160187151248039868e-06,-3.733851866014300920e-06
-1.602887093096970044e-06,8.192022346697333681e-07
-4.487482566934478395e-06,7.199541287720469082e-06
-3.709290952028500120e-06,-4.058900332901630304e-06
-2.655668751261270192e-05,3.321239940559341701e-05
8.791731092687690547e-06,1.171605397005700240e-06
4.703020757328116452e-07,-4.249256643308239180e-06
1.113731409589511357e-06,3.472673356193011417e-06
3.113945546006383026e-06,-6.921330546083988155e-06
7.565777865509234421e-07,1.496927066882433065e-05
4.083318635943600087e-06,-7.151000845751149676e-07
1.097526758017074855e-08,3.287506457189538333e-06
2.136223741918456054e-06,8.756732447752912358e-07
-5.349028055721994546e-06,1.639582525935931354e-06
-1.099496125617695009e-06,-2.064089980976026678e-06
1.736754884038410179e-05,-1.755216333750764055e-06
5.985179612360368519e-06,3.065382592432225107e-06
-5.144698420699806594e-06,-7.708943674542882720e-06
-5.595799586102651758e-06,-4.032078364517743574e-06
-5.483123930399459310e-06,-1.311722450552723716e-06
4.788966969395645858e-07,-4.121158379087398059e-06
2.390733207318739204e-05,1.741592638528897025e-05
-2.401301505175109711e-06,-3.391243713779661529e-06
-2.613272663139300576e-06,-1.220117987968950147e-05
-1.474076871203285850e-06,-9.421357251093489732e-06
-2.291549732977344290e-06,-6.664299994665206801e-06
-1.478219236595998209e-05,1.049819365218645818e-06
-1.133860081775395086e-05,-2.437628382064391026e-06
1.146562099074449546e-06,-2.787471226500524063e-06
-2.486802827119055396e-06,-9.734686959063611717e-07
5.102785468104071437e-06,-3.796137255754802853e-05
9.330693308064936673e-07,-5.133348978216829261e-07
1.542213905307800518e-06,-1.132552837226837840e-06
9.956810510791643679e-07,-3.089636185223365449e-06
2.610255801620855553e-06,3.097864207709983005e-07
5.005576011834771611e-06,-3.918458918707175204e-06
-6.247126943247889153e-06,6.743723041932698000e-07
-1.406033187560873842e-05,-6.364408065680290628e-06
-4.781545506211535032e-06,-3.762688883127361148e-06
-1.501721164679210379e-06,-7.683170058588121864e-07
-8.190310063031932229e-06,3.145364598834371604e-06
-2.502497667966616506e-06,-9.589941616991131942e-07
-1.249175185363963198e-05,-1.156555160119588224e-05
-4.699053935336132228e-06,3.560228202411607449e-06
-3.210034329724677012e-06,-1.261219249460361708e-06
-1.558731662544136377e-06,1.069579290986333913e-07
2.688765702738073046e-06,2.732489265663463132e-06
9.091880969302077503e-08,3.733451120555139944e-06
3.159008301322701441e-06,-8.870359611486840597e-06
1.936666626832507816e-05,-7.881797660195607070e-06
-5.873955982088602816e-06,-3.561871612907460789e-06
2.110778452782376701e-08,-2.596151791255349466e-06
4.131820222284051507e-06,9.628140030826115394e-06
6.107233924885864724e-05,3.597949767638507012e-05
-2.586337736310242549e-07,-5.106986376756996841e-06
6.197246943780161672e-07,7.989137367124046288e-06
-4.353785568752017967e-07,-3.208339171461510724e-06
-1.607403729915564533e-05,2.858736789741262447e-06
4.260458774375651351e-06,8.262723333015750937e-06
6.917715223116677270e-08,-1.215931486303540345e-06
